Merk,Model,Uitvoering,Modeljaar,Fiscale waarde,Energiebron,Transmissie,CO2-Uitstoot (g/km),Aantal zitplaatsen,Looptijd,Jaarkilometrage,Leaseprijs/mnd
Kia,ProCeed,1.5 T-GDi DCT7 GT-PlusLine glazen dak,2025,43090,Benzine,Automaat,144,5,60,20000,708
Kia,ProCeed,1.5 T-GDi DCT7 GT-PlusLine glazen dak,2025,43090,Benzine,Automaat,144,5,60,30000,755
Kia,ProCeed,1.5 T-GDi DCT7 GT-PlusLine glazen dak,2025,43090,Benzine,Automaat,144,5,60,40000,806
Kia,ProCeed,1.5 T-GDi DCT7 GT-Line glazen dak,2025,41090,Benzine,Automaat,136,5,36,20000,769
Kia,ProCeed,1.5 T-GDi DCT7 GT-Line glazen dak,2025,41090,Benzine,Automaat,136,5,36,30000,820
Kia,ProCeed,1.5 T-GDi DCT7 GT-Line glazen dak,2025,41090,Benzine,Automaat,136,5,36,40000,870
Kia,ProCeed,1.5 T-GDi DCT7 GT-Line glazen dak,2025,41090,Benzine,Automaat,136,5,48,20000,713
Kia,ProCeed,1.5 T-GDi DCT7 GT-Line glazen dak,2025,41090,Benzine,Automaat,136,5,48,30000,761
Kia,ProCeed,1.5 T-GDi DCT7 GT-Line glazen dak,2025,41090,Benzine,Automaat,136,5,48,40000,808
Kia,ProCeed,1.5 T-GDi DCT7 GT-Line glazen dak,2025,41090,Benzine,Automaat,136,5,60,20000,678
Kia,ProCeed,1.5 T-GDi DCT7 GT-Line glazen dak,2025,41090,Benzine,Automaat,136,5,60,30000,723
Kia,ProCeed,1.5 T-GDi DCT7 GT-Line glazen dak,2025,41090,Benzine,Automaat,136,5,60,40000,772
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicPlusLine 7-zits,2025,59195,Hybride,Automaat,37,7,36,20000,1105
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicPlusLine 7-zits,2025,59195,Hybride,Automaat,37,7,36,30000,1171
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicPlusLine 7-zits,2025,59195,Hybride,Automaat,37,7,36,40000,1236
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicPlusLine 7-zits,2025,59195,Hybride,Automaat,37,7,48,20000,1003
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicPlusLine 7-zits,2025,59195,Hybride,Automaat,37,7,48,30000,1065
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicPlusLine 7-zits,2025,59195,Hybride,Automaat,37,7,48,40000,1125
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicPlusLine 7-zits,2025,59195,Hybride,Automaat,37,7,60,20000,938
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicPlusLine 7-zits,2025,59195,Hybride,Automaat,37,7,60,30000,997
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicPlusLine 7-zits,2025,59195,Hybride,Automaat,37,7,60,40000,1059
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 6-zits,2025,64795,Hybride,Automaat,37,6,36,20000,1179
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 6-zits,2025,64795,Hybride,Automaat,37,6,36,30000,1248
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 6-zits,2025,64795,Hybride,Automaat,37,6,36,40000,1316
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 6-zits,2025,64795,Hybride,Automaat,37,6,48,20000,1067
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 6-zits,2025,64795,Hybride,Automaat,37,6,48,30000,1132
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 6-zits,2025,64795,Hybride,Automaat,37,6,48,40000,1195
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 6-zits,2025,64795,Hybride,Automaat,37,6,60,20000,996
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 6-zits,2025,64795,Hybride,Automaat,37,6,60,30000,1057
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 6-zits,2025,64795,Hybride,Automaat,37,6,60,40000,1121
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 7-zits,2025,63795,Hybride,Automaat,37,7,36,20000,1167
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 7-zits,2025,63795,Hybride,Automaat,37,7,36,30000,1236
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 7-zits,2025,63795,Hybride,Automaat,37,7,36,40000,1302
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 7-zits,2025,63795,Hybride,Automaat,37,7,48,20000,1056
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 7-zits,2025,63795,Hybride,Automaat,37,7,48,30000,1121
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 7-zits,2025,63795,Hybride,Automaat,37,7,48,40000,1183
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 7-zits,2025,63795,Hybride,Automaat,37,7,60,20000,986
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 7-zits,2025,63795,Hybride,Automaat,37,7,60,30000,1047
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD ExecutiveLine 7-zits,2025,63795,Hybride,Automaat,37,7,60,40000,1111
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicLine 7-zits,2025,55095,Hybride,Automaat,37,7,36,20000,1050
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicLine 7-zits,2025,55095,Hybride,Automaat,37,7,36,30000,1114
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicLine 7-zits,2025,55095,Hybride,Automaat,37,7,36,40000,1176
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicLine 7-zits,2025,55095,Hybride,Automaat,37,7,48,20000,954
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicLine 7-zits,2025,55095,Hybride,Automaat,37,7,48,30000,1015
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicLine 7-zits,2025,55095,Hybride,Automaat,37,7,48,40000,1073
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicLine 7-zits,2025,55095,Hybride,Automaat,37,7,60,20000,894
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicLine 7-zits,2025,55095,Hybride,Automaat,37,7,60,30000,952
Kia,Sorento,1.6 T-GDi Aut6 PHEV 4WD DynamicLine 7-zits,2025,55095,Hybride,Automaat,37,7,60,40000,1013
Kia,Sportage,1.6 T-GDi MHEV ComfortLine,2025,40645,Benzine,Handgeschakeld,148,5,36,20000,803
Kia,Sportage,1.6 T-GDi MHEV ComfortLine,2025,40645,Benzine,Handgeschakeld,148,5,36,30000,858
Kia,Sportage,1.6 T-GDi MHEV ComfortLine,2025,40645,Benzine,Handgeschakeld,148,5,36,40000,911
Kia,Sportage,1.6 T-GDi MHEV ComfortLine,2025,40645,Benzine,Handgeschakeld,148,5,48,20000,748
Kia,Sportage,1.6 T-GDi MHEV ComfortLine,2025,40645,Benzine,Handgeschakeld,148,5,48,30000,800
Kia,Sportage,1.6 T-GDi MHEV ComfortLine,2025,40645,Benzine,Handgeschakeld,148,5,48,40000,850
Kia,Sportage,1.6 T-GDi MHEV ComfortLine,2025,40645,Benzine,Handgeschakeld,148,5,60,20000,712
Kia,Sportage,1.6 T-GDi MHEV ComfortLine,2025,40645,Benzine,Handgeschakeld,148,5,60,30000,761
Kia,Sportage,1.6 T-GDi MHEV ComfortLine,2025,40645,Benzine,Handgeschakeld,148,5,60,40000,814
Kia,Sportage,1.6 T-GDi Hybrid GT-PlusLine Aut6,2025,50025,Benzine,Automaat,132,5,36,20000,859
Kia,Sportage,1.6 T-GDi Hybrid GT-PlusLine Aut6,2025,50025,Benzine,Automaat,132,5,36,30000,924
Kia,Sportage,1.6 T-GDi Hybrid GT-PlusLine Aut6,2025,50025,Benzine,Automaat,132,5,36,40000,987
Kia,Sportage,1.6 T-GDi Hybrid GT-PlusLine Aut6,2025,50025,Benzine,Automaat,132,5,48,20000,814
Kia,Sportage,1.6 T-GDi Hybrid GT-PlusLine Aut6,2025,50025,Benzine,Automaat,132,5,48,30000,874
Kia,Sportage,1.6 T-GDi Hybrid GT-PlusLine Aut6,2025,50025,Benzine,Automaat,132,5,48,40000,932
Kia,Sportage,1.6 T-GDi Hybrid GT-PlusLine Aut6,2025,50025,Benzine,Automaat,132,5,60,20000,781
Kia,Sportage,1.6 T-GDi Hybrid GT-PlusLine Aut6,2025,50025,Benzine,Automaat,132,5,60,30000,837
Kia,Sportage,1.6 T-GDi Hybrid GT-PlusLine Aut6,2025,50025,Benzine,Automaat,132,5,60,40000,895
Kia,Sportage,1.6 T-GDi Hybrid GT-Line Aut6,2025,47525,Benzine,Automaat,131,5,36,20000,830
Kia,Sportage,1.6 T-GDi Hybrid GT-Line Aut6,2025,47525,Benzine,Automaat,131,5,36,30000,893
Kia,Sportage,1.6 T-GDi Hybrid GT-Line Aut6,2025,47525,Benzine,Automaat,131,5,36,40000,954
Kia,Sportage,1.6 T-GDi Hybrid GT-Line Aut6,2025,47525,Benzine,Automaat,131,5,48,20000,787
Kia,Sportage,1.6 T-GDi Hybrid GT-Line Aut6,2025,47525,Benzine,Automaat,131,5,48,30000,846
Kia,Sportage,1.6 T-GDi Hybrid GT-Line Aut6,2025,47525,Benzine,Automaat,131,5,48,40000,902
Kia,Sportage,1.6 T-GDi Hybrid GT-Line Aut6,2025,47525,Benzine,Automaat,131,5,60,20000,757
Kia,Sportage,1.6 T-GDi Hybrid GT-Line Aut6,2025,47525,Benzine,Automaat,131,5,60,30000,811
Kia,Sportage,1.6 T-GDi Hybrid GT-Line Aut6,2025,47525,Benzine,Automaat,131,5,60,40000,868
Kia,Sportage,1.6 T-GDi Hybrid DynamicPlusLine Aut6,2025,46525,Benzine,Automaat,131,5,36,20000,818
Kia,Sportage,1.6 T-GDi Hybrid DynamicPlusLine Aut6,2025,46525,Benzine,Automaat,131,5,36,30000,881
Kia,Sportage,1.6 T-GDi Hybrid DynamicPlusLine Aut6,2025,46525,Benzine,Automaat,131,5,36,40000,942
Kia,Sportage,1.6 T-GDi Hybrid DynamicPlusLine Aut6,2025,46525,Benzine,Automaat,131,5,48,20000,777
Kia,Sportage,1.6 T-GDi Hybrid DynamicPlusLine Aut6,2025,46525,Benzine,Automaat,131,5,48,30000,835
Kia,Sportage,1.6 T-GDi Hybrid DynamicPlusLine Aut6,2025,46525,Benzine,Automaat,131,5,48,40000,890
Kia,Sportage,1.6 T-GDi Hybrid DynamicPlusLine Aut6,2025,46525,Benzine,Automaat,131,5,60,20000,747
Kia,Sportage,1.6 T-GDi Hybrid DynamicPlusLine Aut6,2025,46525,Benzine,Automaat,131,5,60,30000,801
Kia,Sportage,1.6 T-GDi Hybrid DynamicPlusLine Aut6,2025,46525,Benzine,Automaat,131,5,60,40000,857
Kia,Sportage,1.6 T-GDi Hybrid DynamicLine Aut6,2025,43525,Benzine,Automaat,126,5,36,20000,773
Kia,Sportage,1.6 T-GDi Hybrid DynamicLine Aut6,2025,43525,Benzine,Automaat,126,5,36,30000,832
Kia,Sportage,1.6 T-GDi Hybrid DynamicLine Aut6,2025,43525,Benzine,Automaat,126,5,36,40000,889
Kia,Sportage,1.6 T-GDi Hybrid DynamicLine Aut6,2025,43525,Benzine,Automaat,126,5,48,20000,735
Kia,Sportage,1.6 T-GDi Hybrid DynamicLine Aut6,2025,43525,Benzine,Automaat,126,5,48,30000,790
Kia,Sportage,1.6 T-GDi Hybrid DynamicLine Aut6,2025,43525,Benzine,Automaat,126,5,48,40000,842
Kia,Sportage,1.6 T-GDi Hybrid DynamicLine Aut6,2025,43525,Benzine,Automaat,126,5,60,20000,708
Kia,Sportage,1.6 T-GDi Hybrid DynamicLine Aut6,2025,43525,Benzine,Automaat,126,5,60,30000,759
Kia,Sportage,1.6 T-GDi Hybrid DynamicLine Aut6,2025,43525,Benzine,Automaat,126,5,60,40000,811
Kia,Sportage,1.6 T-GDi PHEV GT-PlusLine Aut6 4WD,2025,50705,Hybride,Automaat,25,5,36,20000,979
Kia,Sportage,1.6 T-GDi PHEV GT-PlusLine Aut6 4WD,2025,50705,Hybride,Automaat,25,5,36,30000,1046
Kia,Sportage,1.6 T-GDi PHEV GT-PlusLine Aut6 4WD,2025,50705,Hybride,Automaat,25,5,36,40000,1111
Kia,Sportage,1.6 T-GDi PHEV GT-PlusLine Aut6 4WD,2025,50705,Hybride,Automaat,25,5,48,20000,898
Kia,Sportage,1.6 T-GDi PHEV GT-PlusLine Aut6 4WD,2025,50705,Hybride,Automaat,25,5,48,30000,961
Kia,Sportage,1.6 T-GDi PHEV GT-PlusLine Aut6 4WD,2025,50705,Hybride,Automaat,25,5,48,40000,1022
Kia,Sportage,1.6 T-GDi PHEV GT-PlusLine Aut6 4WD,2025,50705,Hybride,Automaat,25,5,60,20000,846
Kia,Sportage,1.6 T-GDi PHEV GT-PlusLine Aut6 4WD,2025,50705,Hybride,Automaat,25,5,60,30000,906
Kia,Sportage,1.6 T-GDi PHEV GT-PlusLine Aut6 4WD,2025,50705,Hybride,Automaat,25,5,60,40000,969
Kia,Sportage,1.6 T-GDi PHEV GT-Line Aut6 4WD,2025,48205,Hybride,Automaat,25,5,36,20000,945
Kia,Sportage,1.6 T-GDi PHEV GT-Line Aut6 4WD,2025,48205,Hybride,Automaat,25,5,36,30000,1010
Kia,Sportage,1.6 T-GDi PHEV GT-Line Aut6 4WD,2025,48205,Hybride,Automaat,25,5,36,40000,1073
Kia,Sportage,1.6 T-GDi PHEV GT-Line Aut6 4WD,2025,48205,Hybride,Automaat,25,5,48,20000,868
Kia,Sportage,1.6 T-GDi PHEV GT-Line Aut6 4WD,2025,48205,Hybride,Automaat,25,5,48,30000,929
Kia,Sportage,1.6 T-GDi PHEV GT-Line Aut6 4WD,2025,48205,Hybride,Automaat,25,5,48,40000,989
Kia,Sportage,1.6 T-GDi PHEV GT-Line Aut6 4WD,2025,48205,Hybride,Automaat,25,5,60,20000,819
Kia,Sportage,1.6 T-GDi PHEV GT-Line Aut6 4WD,2025,48205,Hybride,Automaat,25,5,60,30000,877
Kia,Sportage,1.6 T-GDi PHEV GT-Line Aut6 4WD,2025,48205,Hybride,Automaat,25,5,60,40000,939
Kia,Sportage,1.6 T-GDi PHEV DynamicPlusLine Aut6 4WD,2025,47205,Hybride,Automaat,25,5,36,20000,931
Kia,Sportage,1.6 T-GDi PHEV DynamicPlusLine Aut6 4WD,2025,47205,Hybride,Automaat,25,5,36,30000,996
Kia,Sportage,1.6 T-GDi PHEV DynamicPlusLine Aut6 4WD,2025,47205,Hybride,Automaat,25,5,36,40000,1058
Kia,Sportage,1.6 T-GDi PHEV DynamicPlusLine Aut6 4WD,2025,47205,Hybride,Automaat,25,5,48,20000,856
Kia,Sportage,1.6 T-GDi PHEV DynamicPlusLine Aut6 4WD,2025,47205,Hybride,Automaat,25,5,48,30000,917
Kia,Sportage,1.6 T-GDi PHEV DynamicPlusLine Aut6 4WD,2025,47205,Hybride,Automaat,25,5,48,40000,976
Kia,Sportage,1.6 T-GDi PHEV DynamicPlusLine Aut6 4WD,2025,47205,Hybride,Automaat,25,5,60,20000,808
Kia,Sportage,1.6 T-GDi PHEV DynamicPlusLine Aut6 4WD,2025,47205,Hybride,Automaat,25,5,60,30000,866
Kia,Sportage,1.6 T-GDi PHEV DynamicPlusLine Aut6 4WD,2025,47205,Hybride,Automaat,25,5,60,40000,928
Kia,Sportage,1.6 T-GDi PHEV DynamicLine Aut6 4WD,2025,44205,Hybride,Automaat,25,5,36,20000,883
Kia,Sportage,1.6 T-GDi PHEV DynamicLine Aut6 4WD,2025,44205,Hybride,Automaat,25,5,36,30000,946
Kia,Sportage,1.6 T-GDi PHEV DynamicLine Aut6 4WD,2025,44205,Hybride,Automaat,25,5,36,40000,1007
Kia,Sportage,1.6 T-GDi PHEV DynamicLine Aut6 4WD,2025,44205,Hybride,Automaat,25,5,48,20000,814
Kia,Sportage,1.6 T-GDi PHEV DynamicLine Aut6 4WD,2025,44205,Hybride,Automaat,25,5,48,30000,873
Kia,Sportage,1.6 T-GDi PHEV DynamicLine Aut6 4WD,2025,44205,Hybride,Automaat,25,5,48,40000,931
Kia,Sportage,1.6 T-GDi PHEV DynamicLine Aut6 4WD,2025,44205,Hybride,Automaat,25,5,60,20000,770
Kia,Sportage,1.6 T-GDi PHEV DynamicLine Aut6 4WD,2025,44205,Hybride,Automaat,25,5,60,30000,827
Kia,Sportage,1.6 T-GDi PHEV DynamicLine Aut6 4WD,2025,44205,Hybride,Automaat,25,5,60,40000,888
Kia,Sportage,1.6 T-GDi MHEV Dark Edition DCT7,2025,45745,Benzine,Automaat,146,5,36,20000,836
Kia,Sportage,1.6 T-GDi MHEV Dark Edition DCT7,2025,45745,Benzine,Automaat,146,5,36,30000,902
Kia,Sportage,1.6 T-GDi MHEV Dark Edition DCT7,2025,45745,Benzine,Automaat,146,5,36,40000,966
Kia,Sportage,1.6 T-GDi MHEV Dark Edition DCT7,2025,45745,Benzine,Automaat,146,5,48,20000,789
Kia,Sportage,1.6 T-GDi MHEV Dark Edition DCT7,2025,45745,Benzine,Automaat,146,5,48,30000,851
Kia,Sportage,1.6 T-GDi MHEV Dark Edition DCT7,2025,45745,Benzine,Automaat,146,5,48,40000,911
Kia,Sportage,1.6 T-GDi MHEV Dark Edition DCT7,2025,45745,Benzine,Automaat,146,5,60,20000,757
Kia,Sportage,1.6 T-GDi MHEV Dark Edition DCT7,2025,45745,Benzine,Automaat,146,5,60,30000,815
Kia,Sportage,1.6 T-GDi MHEV Dark Edition DCT7,2025,45745,Benzine,Automaat,146,5,60,40000,877
Kia,Sportage,1.6 T-GDi MHEV GT-Line DCT7,2025,47745,Benzine,Automaat,147,5,36,20000,860
Kia,Sportage,1.6 T-GDi MHEV GT-Line DCT7,2025,47745,Benzine,Automaat,147,5,36,30000,928
Kia,Sportage,1.6 T-GDi MHEV GT-Line DCT7,2025,47745,Benzine,Automaat,147,5,36,40000,993
Kia,Sportage,1.6 T-GDi MHEV GT-Line DCT7,2025,47745,Benzine,Automaat,147,5,48,20000,811
Kia,Sportage,1.6 T-GDi MHEV GT-Line DCT7,2025,47745,Benzine,Automaat,147,5,48,30000,874
Kia,Sportage,1.6 T-GDi MHEV GT-Line DCT7,2025,47745,Benzine,Automaat,147,5,48,40000,935
Kia,Sportage,1.6 T-GDi MHEV GT-Line DCT7,2025,47745,Benzine,Automaat,147,5,60,20000,777
Kia,Sportage,1.6 T-GDi MHEV GT-Line DCT7,2025,47745,Benzine,Automaat,147,5,60,30000,837
Kia,Sportage,1.6 T-GDi MHEV GT-Line DCT7,2025,47745,Benzine,Automaat,147,5,60,40000,899
Kia,Sportage,1.6 T-GDi PHEV Dark Edition Aut6 4WD,2025,46205,Hybride,Automaat,25,5,36,20000,916
Kia,Sportage,1.6 T-GDi PHEV Dark Edition Aut6 4WD,2025,46205,Hybride,Automaat,25,5,36,30000,980
Kia,Sportage,1.6 T-GDi PHEV Dark Edition Aut6 4WD,2025,46205,Hybride,Automaat,25,5,36,40000,1042
Kia,Sportage,1.6 T-GDi PHEV Dark Edition Aut6 4WD,2025,46205,Hybride,Automaat,25,5,48,20000,842
Kia,Sportage,1.6 T-GDi PHEV Dark Edition Aut6 4WD,2025,46205,Hybride,Automaat,25,5,48,30000,903
Kia,Sportage,1.6 T-GDi PHEV Dark Edition Aut6 4WD,2025,46205,Hybride,Automaat,25,5,48,40000,962
Kia,Sportage,1.6 T-GDi PHEV Dark Edition Aut6 4WD,2025,46205,Hybride,Automaat,25,5,60,20000,796
Kia,Sportage,1.6 T-GDi PHEV Dark Edition Aut6 4WD,2025,46205,Hybride,Automaat,25,5,60,30000,853
Kia,Sportage,1.6 T-GDi PHEV Dark Edition Aut6 4WD,2025,46205,Hybride,Automaat,25,5,60,40000,915
Kia,Sportage,1.6 T-GDi Hybrid Dark Edition Aut6,2025,45525,Benzine,Automaat,131,5,36,20000,804
Kia,Sportage,1.6 T-GDi Hybrid Dark Edition Aut6,2025,45525,Benzine,Automaat,131,5,36,30000,866
Kia,Sportage,1.6 T-GDi Hybrid Dark Edition Aut6,2025,45525,Benzine,Automaat,131,5,36,40000,926
Kia,Sportage,1.6 T-GDi Hybrid Dark Edition Aut6,2025,45525,Benzine,Automaat,131,5,48,20000,764
Kia,Sportage,1.6 T-GDi Hybrid Dark Edition Aut6,2025,45525,Benzine,Automaat,131,5,48,30000,821
Kia,Sportage,1.6 T-GDi Hybrid Dark Edition Aut6,2025,45525,Benzine,Automaat,131,5,48,40000,877
Kia,Sportage,1.6 T-GDi Hybrid Dark Edition Aut6,2025,45525,Benzine,Automaat,131,5,60,20000,735
Kia,Sportage,1.6 T-GDi Hybrid Dark Edition Aut6,2025,45525,Benzine,Automaat,131,5,60,30000,788
Kia,Sportage,1.6 T-GDi Hybrid Dark Edition Aut6,2025,45525,Benzine,Automaat,131,5,60,40000,844
Kia,Sportage,1.6 T-GDi MHEV DynamicPlusLine DCT7,2025,46745,Benzine,Automaat,147,5,36,20000,847
Kia,Sportage,1.6 T-GDi MHEV DynamicPlusLine DCT7,2025,46745,Benzine,Automaat,147,5,36,30000,910
Kia,Sportage,1.6 T-GDi MHEV DynamicPlusLine DCT7,2025,46745,Benzine,Automaat,147,5,36,40000,970
Kia,Sportage,1.6 T-GDi MHEV DynamicPlusLine DCT7,2025,46745,Benzine,Automaat,147,5,48,20000,797
Kia,Sportage,1.6 T-GDi MHEV DynamicPlusLine DCT7,2025,46745,Benzine,Automaat,147,5,48,30000,856
Kia,Sportage,1.6 T-GDi MHEV DynamicPlusLine DCT7,2025,46745,Benzine,Automaat,147,5,48,40000,912
Kia,Sportage,1.6 T-GDi MHEV DynamicPlusLine DCT7,2025,46745,Benzine,Automaat,147,5,60,20000,763
Kia,Sportage,1.6 T-GDi MHEV DynamicPlusLine DCT7,2025,46745,Benzine,Automaat,147,5,60,30000,818
Kia,Sportage,1.6 T-GDi MHEV DynamicPlusLine DCT7,2025,46745,Benzine,Automaat,147,5,60,40000,877
Kia,Sportage,1.6 T-GDi MHEV DynamicLine DCT7,2025,43745,Benzine,Automaat,145,5,36,20000,804
Kia,Sportage,1.6 T-GDi MHEV DynamicLine DCT7,2025,43745,Benzine,Automaat,145,5,36,30000,863
Kia,Sportage,1.6 T-GDi MHEV DynamicLine DCT7,2025,43745,Benzine,Automaat,145,5,36,40000,920
Kia,Sportage,1.6 T-GDi MHEV DynamicLine DCT7,2025,43745,Benzine,Automaat,145,5,48,20000,758
Kia,Sportage,1.6 T-GDi MHEV DynamicLine DCT7,2025,43745,Benzine,Automaat,145,5,48,30000,813
Kia,Sportage,1.6 T-GDi MHEV DynamicLine DCT7,2025,43745,Benzine,Automaat,145,5,48,40000,866
Kia,Sportage,1.6 T-GDi MHEV DynamicLine DCT7,2025,43745,Benzine,Automaat,145,5,60,20000,727
Kia,Sportage,1.6 T-GDi MHEV DynamicLine DCT7,2025,43745,Benzine,Automaat,145,5,60,30000,779
Kia,Sportage,1.6 T-GDi MHEV DynamicLine DCT7,2025,43745,Benzine,Automaat,145,5,60,40000,834
Kia,Stonic,1.0 T-GDi MHEV DynamicPlusLine,2025,28545,Benzine,Handgeschakeld,122,5,36,20000,554
Kia,Stonic,1.0 T-GDi MHEV DynamicPlusLine,2025,28545,Benzine,Handgeschakeld,122,5,36,30000,597
Kia,Stonic,1.0 T-GDi MHEV DynamicPlusLine,2025,28545,Benzine,Handgeschakeld,122,5,36,40000,638
Kia,Stonic,1.0 T-GDi MHEV DynamicPlusLine,2025,28545,Benzine,Handgeschakeld,122,5,48,20000,524
Kia,Stonic,1.0 T-GDi MHEV DynamicPlusLine,2025,28545,Benzine,Handgeschakeld,122,5,48,30000,565
Kia,Stonic,1.0 T-GDi MHEV DynamicPlusLine,2025,28545,Benzine,Handgeschakeld,122,5,48,40000,604
Kia,Stonic,1.0 T-GDi MHEV DynamicPlusLine,2025,28545,Benzine,Handgeschakeld,122,5,60,20000,505
Kia,Stonic,1.0 T-GDi MHEV DynamicPlusLine,2025,28545,Benzine,Handgeschakeld,122,5,60,30000,543
Kia,Stonic,1.0 T-GDi MHEV DynamicPlusLine,2025,28545,Benzine,Handgeschakeld,122,5,60,40000,586
Kia,Stonic,1.0 T-GDi MHEV DynamicLine,2025,27545,Benzine,Handgeschakeld,121,5,36,20000,539
Kia,Stonic,1.0 T-GDi MHEV DynamicLine,2025,27545,Benzine,Handgeschakeld,121,5,36,30000,578
Kia,Stonic,1.0 T-GDi MHEV DynamicLine,2025,27545,Benzine,Handgeschakeld,121,5,36,40000,617
Kia,Stonic,1.0 T-GDi MHEV DynamicLine,2025,27545,Benzine,Handgeschakeld,121,5,48,20000,509
Kia,Stonic,1.0 T-GDi MHEV DynamicLine,2025,27545,Benzine,Handgeschakeld,121,5,48,30000,546
Kia,Stonic,1.0 T-GDi MHEV DynamicLine,2025,27545,Benzine,Handgeschakeld,121,5,48,40000,583
Kia,Stonic,1.0 T-GDi MHEV DynamicLine,2025,27545,Benzine,Handgeschakeld,121,5,60,20000,490
Kia,Stonic,1.0 T-GDi MHEV DynamicLine,2025,27545,Benzine,Handgeschakeld,121,5,60,30000,526
Kia,Stonic,1.0 T-GDi MHEV DynamicLine,2025,27545,Benzine,Handgeschakeld,121,5,60,40000,565
Kia,Stonic,1.0 T-GDi MHEV ComfortLine,2025,26145,Benzine,Handgeschakeld,120,5,36,20000,520
Kia,Stonic,1.0 T-GDi MHEV ComfortLine,2025,26145,Benzine,Handgeschakeld,120,5,36,30000,559
Kia,Stonic,1.0 T-GDi MHEV ComfortLine,2025,26145,Benzine,Handgeschakeld,120,5,36,40000,596
Kia,Stonic,1.0 T-GDi MHEV ComfortLine,2025,26145,Benzine,Handgeschakeld,120,5,48,20000,492
Kia,Stonic,1.0 T-GDi MHEV ComfortLine,2025,26145,Benzine,Handgeschakeld,120,5,48,30000,529
Kia,Stonic,1.0 T-GDi MHEV ComfortLine,2025,26145,Benzine,Handgeschakeld,120,5,48,40000,565
Kia,Stonic,1.0 T-GDi MHEV ComfortLine,2025,26145,Benzine,Handgeschakeld,120,5,60,20000,474
Kia,Stonic,1.0 T-GDi MHEV ComfortLine,2025,26145,Benzine,Handgeschakeld,120,5,60,30000,509
Kia,Stonic,1.0 T-GDi MHEV ComfortLine,2025,26145,Benzine,Handgeschakeld,120,5,60,40000,548
Kia,Stonic,1.0 T-GDi MHEV GT-Line,2025,30045,Benzine,Handgeschakeld,128,5,36,20000,580
Kia,Stonic,1.0 T-GDi MHEV GT-Line,2025,30045,Benzine,Handgeschakeld,128,5,36,30000,625
Kia,Stonic,1.0 T-GDi MHEV GT-Line,2025,30045,Benzine,Handgeschakeld,128,5,36,40000,670
Kia,Stonic,1.0 T-GDi MHEV GT-Line,2025,30045,Benzine,Handgeschakeld,128,5,48,20000,548
Kia,Stonic,1.0 T-GDi MHEV GT-Line,2025,30045,Benzine,Handgeschakeld,128,5,48,30000,591
Kia,Stonic,1.0 T-GDi MHEV GT-Line,2025,30045,Benzine,Handgeschakeld,128,5,48,40000,634
Kia,Stonic,1.0 T-GDi MHEV GT-Line,2025,30045,Benzine,Handgeschakeld,128,5,60,20000,527
